reconciliation_id,transaction_id,status,matched_at,note
R001166,T001703,reconciled,2024-11-05T12:00:00+00:00,auto-matched
R001167,T001704,disputed,2024-12-20T12:00:00+00:00,
R001168,T001705,reconciled,2023-01-07T12:00:00+00:00,auto-matched
R001169,T001707,disputed,2023-03-23T12:00:00+00:00,auto-matched
R001170,T001710,pending,2023-06-29T12:00:00+00:00,
R001171,T001711,reconciled,2023-07-09T12:00:00+00:00,auto-matched
R001172,T001712,reconciled,2023-08-14T12:00:00+00:00,auto-matched
R001173,T001713,disputed,2023-09-16T12:00:00+00:00,
R001174,T001714,disputed,2023-10-16T12:00:00+00:00,auto-matched
R001175,T001717,pending,2024-01-14T12:00:00+00:00,auto-matched
R001176,T001720,reconciled,2024-04-24T12:00:00+00:00,
R001177,T001721,disputed,2024-05-24T12:00:00+00:00,auto-matched
R001178,T001722,disputed,2024-06-06T12:00:00+00:00,auto-matched
R001179,T001723,pending,2024-07-20T12:00:00+00:00,
R001180,T001724,pending,2024-08-23T12:00:00+00:00,auto-matched
R001181,T001725,pending,2024-09-27T12:00:00+00:00,auto-matched
R001182,T001726,reconciled,2024-10-28T12:00:00+00:00,
R001183,T001727,pending,2024-11-01T12:00:00+00:00,auto-matched
R001184,T001729,pending,2023-01-30T12:00:00+00:00,auto-matched
R001185,T001730,disputed,2023-02-01T12:00:00+00:00,
R001186,T001735,reconciled,2023-07-20T12:00:00+00:00,auto-matched
R001187,T001736,disputed,2023-08-10T12:00:00+00:00,auto-matched
R001188,T001737,reconciled,2023-09-10T12:00:00+00:00,
R001189,T001739,reconciled,2023-11-06T12:00:00+00:00,auto-matched
R001190,T001740,reconciled,2023-12-18T12:00:00+00:00,auto-matched
R001191,T001741,disputed,2024-01-23T12:00:00+00:00,
R001192,T001742,disputed,2024-02-02T12:00:00+00:00,auto-matched
R001193,T001743,pending,2024-03-29T12:00:00+00:00,auto-matched
R001194,T001744,pending,2024-04-30T12:00:00+00:00,
R001195,T001746,pending,2024-06-07T12:00:00+00:00,auto-matched
R001196,T001747,pending,2024-07-21T12:00:00+00:00,auto-matched
R001197,T001748,reconciled,2024-08-03T12:00:00+00:00,
R001198,T001749,pending,2024-09-05T12:00:00+00:00,auto-matched
R001199,T001750,reconciled,2024-10-06T12:00:00+00:00,auto-matched
R001200,T001751,reconciled,2024-11-09T12:00:00+00:00,
R001201,T001753,pending,2023-01-23T12:00:00+00:00,auto-matched
R001202,T001754,reconciled,2023-02-07T12:00:00+00:00,auto-matched
R001203,T001756,reconciled,2023-04-11T12:00:00+00:00,
R001204,T001757,reconciled,2023-05-20T12:00:00+00:00,auto-matched
R001205,T001758,reconciled,2023-06-13T12:00:00+00:00,auto-matched
R001206,T001759,reconciled,2023-07-05T12:00:00+00:00,
R001207,T001761,reconciled,2023-09-25T12:00:00+00:00,auto-matched
R001208,T001762,pending,2023-10-29T12:00:00+00:00,auto-matched
R001209,T001763,reconciled,2023-11-20T12:00:00+00:00,
R001210,T001764,disputed,2023-12-21T12:00:00+00:00,auto-matched
R001211,T001765,pending,2024-01-07T12:00:00+00:00,auto-matched
R001212,T001766,disputed,2024-02-24T12:00:00+00:00,
R001213,T001767,disputed,2024-03-24T12:00:00+00:00,auto-matched
R001214,T001768,reconciled,2024-04-20T12:00:00+00:00,auto-matched
R001215,T001771,pending,2024-07-06T12:00:00+00:00,
R001216,T001772,pending,2024-08-08T12:00:00+00:00,auto-matched
R001217,T001773,pending,2024-09-06T12:00:00+00:00,auto-matched
R001218,T001774,reconciled,2024-10-17T12:00:00+00:00,
R001219,T001775,pending,2024-11-17T12:00:00+00:00,auto-matched
R001220,T001776,reconciled,2024-12-07T12:00:00+00:00,auto-matched
R001221,T001777,pending,2023-01-25T12:00:00+00:00,
R001222,T001779,pending,2023-03-26T12:00:00+00:00,auto-matched
R001223,T001780,reconciled,2023-04-22T12:00:00+00:00,auto-matched
R001224,T001781,disputed,2023-05-18T12:00:00+00:00,
R001225,T001783,reconciled,2023-07-15T12:00:00+00:00,auto-matched
R001226,T001784,reconciled,2023-08-04T12:00:00+00:00,auto-matched
R001227,T001785,reconciled,2023-09-21T12:00:00+00:00,
R001228,T001786,pending,2023-10-04T12:00:00+00:00,auto-matched
R001229,T001787,reconciled,2023-11-30T12:00:00+00:00,auto-matched
R001230,T001788,disputed,2023-12-27T12:00:00+00:00,
R001231,T001789,pending,2024-01-01T12:00:00+00:00,auto-matched
R001232,T001790,pending,2024-02-01T12:00:00+00:00,auto-matched
R001233,T001793,disputed,2024-05-09T12:00:00+00:00,
R001234,T001796,pending,2024-08-06T12:00:00+00:00,auto-matched
R001235,T001797,disputed,2024-09-13T12:00:00+00:00,auto-matched
R001236,T001799,pending,2024-11-07T12:00:00+00:00,
R001237,T001800,pending,2024-12-01T12:00:00+00:00,auto-matched
R001238,T001801,reconciled,2023-01-05T12:00:00+00:00,auto-matched
R001239,T001804,reconciled,2023-04-04T12:00:00+00:00,
R001240,T001805,reconciled,2023-05-17T12:00:00+00:00,auto-matched
R001241,T001808,pending,2023-08-02T12:00:00+00:00,auto-matched
R001242,T001809,reconciled,2023-09-09T12:00:00+00:00,
R001243,T001811,pending,2023-11-08T12:00:00+00:00,auto-matched
R001244,T001813,pending,2024-01-07T12:00:00+00:00,auto-matched
R001245,T001814,pending,2024-02-10T12:00:00+00:00,
R001246,T001815,disputed,2024-03-07T12:00:00+00:00,auto-matched
R001247,T001816,reconciled,2024-04-23T12:00:00+00:00,auto-matched
R001248,T001818,reconciled,2024-06-18T12:00:00+00:00,
R001249,T001819,disputed,2024-07-20T12:00:00+00:00,auto-matched
R001250,T001821,reconciled,2024-09-17T12:00:00+00:00,auto-matched
R001251,T001822,reconciled,2024-10-18T12:00:00+00:00,
R001252,T001823,pending,2024-11-05T12:00:00+00:00,auto-matched
R001253,T001826,reconciled,2023-02-14T12:00:00+00:00,auto-matched
R001254,T001827,disputed,2023-03-07T12:00:00+00:00,
R001255,T001830,disputed,2023-06-21T12:00:00+00:00,auto-matched
R001256,T001831,reconciled,2023-07-18T12:00:00+00:00,auto-matched
R001257,T001832,disputed,2023-08-19T12:00:00+00:00,
R001258,T001833,pending,2023-09-10T12:00:00+00:00,auto-matched
R001259,T001834,pending,2023-10-10T12:00:00+00:00,auto-matched
R001260,T001835,disputed,2023-11-11T12:00:00+00:00,
R001261,T001837,disputed,2024-01-24T12:00:00+00:00,auto-matched
R001262,T001838,disputed,2024-02-02T12:00:00+00:00,auto-matched
R001263,T001840,disputed,2024-04-11T12:00:00+00:00,
R001264,T001842,disputed,2024-06-26T12:00:00+00:00,auto-matched
R001265,T001843,disputed,2024-07-06T12:00:00+00:00,auto-matched
R001266,T001844,reconciled,2024-08-17T12:00:00+00:00,
R001267,T001845,reconciled,2024-09-19T12:00:00+00:00,auto-matched
R001268,T001847,reconciled,2024-11-18T12:00:00+00:00,auto-matched
R001269,T001848,pending,2024-12-29T12:00:00+00:00,
R001270,T001849,pending,2023-01-30T12:00:00+00:00,auto-matched
R001271,T001852,disputed,2023-04-13T12:00:00+00:00,auto-matched
R001272,T001853,disputed,2023-05-25T12:00:00+00:00,
R001273,T001854,pending,2023-06-18T12:00:00+00:00,auto-matched
R001274,T001856,reconciled,2023-08-24T12:00:00+00:00,auto-matched
R001275,T001857,pending,2023-09-23T12:00:00+00:00,
R001276,T001858,disputed,2023-10-26T12:00:00+00:00,auto-matched
R001277,T001859,pending,2023-11-22T12:00:00+00:00,auto-matched
R001278,T001860,reconciled,2023-12-30T12:00:00+00:00,
R001279,T001861,disputed,2024-01-20T12:00:00+00:00,auto-matched
R001280,T001863,pending,2024-03-01T12:00:00+00:00,auto-matched
R001281,T001865,disputed,2024-05-20T12:00:00+00:00,
R001282,T001866,reconciled,2024-06-23T12:00:00+00:00,auto-matched
R001283,T001869,reconciled,2024-09-11T12:00:00+00:00,auto-matched
R001284,T001872,disputed,2024-12-08T12:00:00+00:00,
R001285,T001874,pending,2023-02-18T12:00:00+00:00,auto-matched
R001286,T001875,pending,2023-03-26T12:00:00+00:00,auto-matched
R001287,T001876,reconciled,2023-04-18T12:00:00+00:00,
R001288,T001877,pending,2023-05-05T12:00:00+00:00,auto-matched
R001289,T001879,reconciled,2023-07-18T12:00:00+00:00,auto-matched
R001290,T001880,pending,2023-08-22T12:00:00+00:00,
R001291,T001881,pending,2023-09-13T12:00:00+00:00,auto-matched
R001292,T001882,reconciled,2023-10-10T12:00:00+00:00,auto-matched
R001293,T001883,pending,2023-11-05T12:00:00+00:00,
R001294,T001884,pending,2023-12-07T12:00:00+00:00,auto-matched
R001295,T001888,pending,2024-04-11T12:00:00+00:00,auto-matched
R001296,T001889,reconciled,2024-05-28T12:00:00+00:00,
R001297,T001890,reconciled,2024-06-29T12:00:00+00:00,auto-matched
R001298,T001891,reconciled,2024-07-20T12:00:00+00:00,auto-matched
R001299,T001892,reconciled,2024-08-05T12:00:00+00:00,
R001300,T001893,disputed,2024-09-21T12:00:00+00:00,auto-matched
R001301,T001894,disputed,2024-10-12T12:00:00+00:00,auto-matched
R001302,T001895,reconciled,2024-11-23T12:00:00+00:00,
R001303,T001896,pending,2024-12-13T12:00:00+00:00,auto-matched
R001304,T001897,reconciled,2023-01-04T12:00:00+00:00,auto-matched
R001305,T001898,reconciled,2023-02-26T12:00:00+00:00,
R001306,T001899,pending,2023-03-19T12:00:00+00:00,auto-matched
R001307,T001901,reconciled,2023-05-29T12:00:00+00:00,auto-matched
R001308,T001904,reconciled,2023-08-15T12:00:00+00:00,
R001309,T001906,disputed,2023-10-10T12:00:00+00:00,auto-matched
R001310,T001907,reconciled,2023-11-30T12:00:00+00:00,auto-matched
R001311,T001909,disputed,2024-01-15T12:00:00+00:00,
R001312,T001911,disputed,2024-03-20T12:00:00+00:00,auto-matched
R001313,T001917,reconciled,2024-09-13T12:00:00+00:00,auto-matched
R001314,T001919,reconciled,2024-11-04T12:00:00+00:00,
R001315,T001920,pending,2024-12-12T12:00:00+00:00,auto-matched
R001316,T001921,pending,2023-01-01T12:00:00+00:00,auto-matched
R001317,T001924,disputed,2023-04-22T12:00:00+00:00,
R001318,T001925,pending,2023-05-10T12:00:00+00:00,auto-matched
R001319,T001928,disputed,2023-08-23T12:00:00+00:00,auto-matched
R001320,T001929,reconciled,2023-09-07T12:00:00+00:00,
R001321,T001931,pending,2023-11-04T12:00:00+00:00,auto-matched
R001322,T001932,disputed,2023-12-20T12:00:00+00:00,auto-matched
R001323,T001933,disputed,2024-01-21T12:00:00+00:00,
R001324,T001936,pending,2024-04-27T12:00:00+00:00,auto-matched
R001325,T001937,reconciled,2024-05-16T12:00:00+00:00,auto-matched
R001326,T001938,reconciled,2024-06-17T12:00:00+00:00,
R001327,T001940,reconciled,2024-08-18T12:00:00+00:00,auto-matched
R001328,T001941,disputed,2024-09-23T12:00:00+00:00,auto-matched
R001329,T001944,disputed,2024-12-15T12:00:00+00:00,
R001330,T001945,pending,2023-01-10T12:00:00+00:00,auto-matched
R001331,T001946,reconciled,2023-02-25T12:00:00+00:00,auto-matched
R001332,T001947,pending,2023-03-31T12:00:00+00:00,
R001333,T001949,disputed,2023-05-13T12:00:00+00:00,auto-matched
R001334,T001951,reconciled,2023-07-24T12:00:00+00:00,auto-matched
R001335,T001952,reconciled,2023-08-27T12:00:00+00:00,
R001336,T001953,pending,2023-09-05T12:00:00+00:00,auto-matched
R001337,T001955,pending,2023-11-24T12:00:00+00:00,auto-matched
R001338,T001956,pending,2023-12-10T12:00:00+00:00,
R001339,T001959,disputed,2024-03-23T12:00:00+00:00,auto-matched
R001340,T001963,reconciled,2024-07-01T12:00:00+00:00,auto-matched
R001341,T001965,pending,2024-09-12T12:00:00+00:00,
R001342,T001966,disputed,2024-10-31T12:00:00+00:00,auto-matched
R001343,T001967,pending,2024-11-15T12:00:00+00:00,auto-matched
R001344,T001970,pending,2023-02-07T12:00:00+00:00,
R001345,T001971,pending,2023-03-16T12:00:00+00:00,auto-matched
R001346,T001972,pending,2023-04-23T12:00:00+00:00,auto-matched
R001347,T001973,pending,2023-05-01T12:00:00+00:00,
R001348,T001974,reconciled,2023-06-01T12:00:00+00:00,auto-matched
R001349,T001975,disputed,2023-07-14T12:00:00+00:00,auto-matched
R001350,T001976,reconciled,2023-08-01T12:00:00+00:00,
R001351,T001977,pending,2023-09-28T12:00:00+00:00,auto-matched
R001352,T001979,reconciled,2023-11-17T12:00:00+00:00,auto-matched
R001353,T001980,pending,2023-12-26T12:00:00+00:00,
R001354,T001982,disputed,2024-02-15T12:00:00+00:00,auto-matched
R001355,T001983,disputed,2024-03-11T12:00:00+00:00,auto-matched
R001356,T001985,disputed,2024-05-31T12:00:00+00:00,
R001357,T001987,disputed,2024-07-25T12:00:00+00:00,auto-matched
R001358,T001988,disputed,2024-08-10T12:00:00+00:00,auto-matched
R001359,T001989,pending,2024-09-27T12:00:00+00:00,
R001360,T001991,disputed,2024-11-25T12:00:00+00:00,auto-matched
R001361,T001992,pending,2024-12-13T12:00:00+00:00,auto-matched
R001362,T001994,reconciled,2023-02-21T12:00:00+00:00,
R001363,T001995,reconciled,2023-03-21T12:00:00+00:00,auto-matched
R001364,T001996,disputed,2023-04-27T12:00:00+00:00,auto-matched
R001365,T001997,disputed,2023-05-25T12:00:00+00:00,
R001366,T001999,pending,2023-07-31T12:00:00+00:00,auto-matched
R001367,T002000,disputed,2023-08-16T12:00:00+00:00,auto-matched
R001368,T002001,disputed,2023-09-08T12:00:00+00:00,
R001369,T002002,reconciled,2023-10-31T12:00:00+00:00,auto-matched
R001370,T002003,reconciled,2023-11-26T12:00:00+00:00,auto-matched
R001371,T002004,pending,2023-12-03T12:00:00+00:00,
R001372,T002005,reconciled,2024-01-28T12:00:00+00:00,auto-matched
R001373,T002007,disputed,2024-03-01T12:00:00+00:00,auto-matched
R001374,T002008,pending,2024-04-28T12:00:00+00:00,
R001375,T002010,disputed,2024-06-25T12:00:00+00:00,auto-matched
R001376,T002013,pending,2024-09-09T12:00:00+00:00,auto-matched
R001377,T002014,disputed,2024-10-10T12:00:00+00:00,
R001378,T002015,pending,2024-11-19T12:00:00+00:00,auto-matched
R001379,T002016,pending,2024-12-04T12:00:00+00:00,auto-matched
R001380,T002017,reconciled,2023-01-11T12:00:00+00:00,
R001381,T002020,reconciled,2023-04-04T12:00:00+00:00,auto-matched
R001382,T002021,disputed,2023-05-17T12:00:00+00:00,auto-matched
R001383,T002022,disputed,2023-06-22T12:00:00+00:00,
R001384,T002025,disputed,2023-09-24T12:00:00+00:00,auto-matched
R001385,T002026,reconciled,2023-10-02T12:00:00+00:00,auto-matched
R001386,T002027,pending,2023-11-02T12:00:00+00:00,
R001387,T002028,reconciled,2023-12-31T12:00:00+00:00,auto-matched
R001388,T002030,pending,2024-02-07T12:00:00+00:00,auto-matched
R001389,T002031,pending,2024-03-14T12:00:00+00:00,
R001390,T002032,disputed,2024-04-21T12:00:00+00:00,auto-matched
R001391,T002033,disputed,2024-05-04T12:00:00+00:00,auto-matched
R001392,T002035,disputed,2024-07-19T12:00:00+00:00,
R001393,T002036,pending,2024-08-11T12:00:00+00:00,auto-matched
R001394,T002037,disputed,2024-09-09T12:00:00+00:00,auto-matched
R001395,T002038,reconciled,2024-10-28T12:00:00+00:00,
R001396,T002040,reconciled,2024-12-27T12:00:00+00:00,auto-matched
R001397,T002041,pending,2023-01-28T12:00:00+00:00,auto-matched
R001398,T002043,pending,2023-03-04T12:00:00+00:00,
R001399,T002044,reconciled,2023-04-24T12:00:00+00:00,auto-matched
R001400,T002046,reconciled,2023-06-30T12:00:00+00:00,auto-matched
R001401,T002047,pending,2023-07-24T12:00:00+00:00,
R001402,T002048,disputed,2023-08-01T12:00:00+00:00,auto-matched
R001403,T002049,reconciled,2023-09-16T12:00:00+00:00,auto-matched
R001404,T002050,disputed,2023-10-23T12:00:00+00:00,
R001405,T002051,pending,2023-11-03T12:00:00+00:00,auto-matched
R001406,T002053,reconciled,2024-01-07T12:00:00+00:00,auto-matched
R001407,T002054,disputed,2024-02-06T12:00:00+00:00,
R001408,T002056,pending,2024-04-05T12:00:00+00:00,auto-matched
R001409,T002058,reconciled,2024-06-30T12:00:00+00:00,auto-matched
R001410,T002059,disputed,2024-07-17T12:00:00+00:00,
R001411,T002060,pending,2024-08-06T12:00:00+00:00,auto-matched
R001412,T002061,reconciled,2024-09-15T12:00:00+00:00,auto-matched
R001413,T002062,disputed,2024-10-29T12:00:00+00:00,
R001414,T002065,disputed,2023-01-17T12:00:00+00:00,auto-matched
R001415,T002066,disputed,2023-02-17T12:00:00+00:00,auto-matched
R001416,T002068,pending,2023-04-05T12:00:00+00:00,
R001417,T002070,pending,2023-06-13T12:00:00+00:00,auto-matched
R001418,T002072,reconciled,2023-08-24T12:00:00+00:00,auto-matched
R001419,T002073,pending,2023-09-12T12:00:00+00:00,
R001420,T002074,reconciled,2023-10-28T12:00:00+00:00,auto-matched
R001421,T002075,reconciled,2023-11-03T12:00:00+00:00,auto-matched
R001422,T002076,reconciled,2023-12-16T12:00:00+00:00,
R001423,T002077,reconciled,2024-01-25T12:00:00+00:00,auto-matched
R001424,T002078,disputed,2024-02-02T12:00:00+00:00,auto-matched
R001425,T002079,reconciled,2024-03-16T12:00:00+00:00,
R001426,T002080,reconciled,2024-04-16T12:00:00+00:00,auto-matched
R001427,T002081,pending,2024-05-04T12:00:00+00:00,auto-matched
R001428,T002083,disputed,2024-07-19T12:00:00+00:00,
R001429,T002084,pending,2024-08-27T12:00:00+00:00,auto-matched
R001430,T002085,reconciled,2024-09-06T12:00:00+00:00,auto-matched
R001431,T002086,reconciled,2024-10-05T12:00:00+00:00,
R001432,T002089,disputed,2023-01-21T12:00:00+00:00,auto-matched
R001433,T002092,disputed,2023-04-28T12:00:00+00:00,auto-matched
R001434,T002095,pending,2023-07-05T12:00:00+00:00,
R001435,T002096,pending,2023-08-17T12:00:00+00:00,auto-matched
R001436,T002097,reconciled,2023-09-30T12:00:00+00:00,auto-matched
R001437,T002099,reconciled,2023-11-01T12:00:00+00:00,
R001438,T002101,disputed,2024-01-31T12:00:00+00:00,auto-matched
R001439,T002103,reconciled,2024-03-09T12:00:00+00:00,auto-matched
R001440,T002104,reconciled,2024-04-07T12:00:00+00:00,
R001441,T002105,reconciled,2024-05-17T12:00:00+00:00,auto-matched
R001442,T002106,pending,2024-06-05T12:00:00+00:00,auto-matched
R001443,T002107,disputed,2024-07-16T12:00:00+00:00,
R001444,T002108,disputed,2024-08-05T12:00:00+00:00,auto-matched
R001445,T002109,reconciled,2024-09-01T12:00:00+00:00,auto-matched
R001446,T002111,reconciled,2024-11-09T12:00:00+00:00,
R001447,T002112,disputed,2024-12-03T12:00:00+00:00,auto-matched
R001448,T002114,reconciled,2023-02-17T12:00:00+00:00,auto-matched
R001449,T002115,pending,2023-03-15T12:00:00+00:00,
R001450,T002116,disputed,2023-04-28T12:00:00+00:00,auto-matched
R001451,T002117,reconciled,2023-05-05T12:00:00+00:00,auto-matched
R001452,T002119,reconciled,2023-07-18T12:00:00+00:00,
R001453,T002121,disputed,2023-09-30T12:00:00+00:00,auto-matched
R001454,T002122,pending,2023-10-02T12:00:00+00:00,auto-matched
R001455,T002123,reconciled,2023-11-11T12:00:00+00:00,
R001456,T002125,pending,2024-01-24T12:00:00+00:00,auto-matched
R001457,T002128,pending,2024-04-22T12:00:00+00:00,auto-matched
R001458,T002129,disputed,2024-05-23T12:00:00+00:00,
R001459,T002131,pending,2024-07-01T12:00:00+00:00,auto-matched
R001460,T002133,pending,2024-09-25T12:00:00+00:00,auto-matched
R001461,T002137,pending,2023-01-25T12:00:00+00:00,
R001462,T002139,pending,2023-03-23T12:00:00+00:00,auto-matched
R001463,T002140,disputed,2023-04-24T12:00:00+00:00,auto-matched
R001464,T002141,pending,2023-05-04T12:00:00+00:00,
R001465,T002143,pending,2023-07-19T12:00:00+00:00,auto-matched
R001466,T002144,pending,2023-08-18T12:00:00+00:00,auto-matched
R001467,T002145,pending,2023-09-30T12:00:00+00:00,
R001468,T002147,reconciled,2023-11-12T12:00:00+00:00,auto-matched
R001469,T002148,reconciled,2023-12-27T12:00:00+00:00,auto-matched
R001470,T002150,reconciled,2024-02-13T12:00:00+00:00,
R001471,T002151,disputed,2024-03-20T12:00:00+00:00,auto-matched
R001472,T002155,disputed,2024-07-19T12:00:00+00:00,auto-matched
R001473,T002156,reconciled,2024-08-04T12:00:00+00:00,
R001474,T002157,disputed,2024-09-15T12:00:00+00:00,auto-matched
R001475,T002158,reconciled,2024-10-06T12:00:00+00:00,auto-matched
R001476,T002161,pending,2023-01-01T12:00:00+00:00,
R001477,T002163,reconciled,2023-03-02T12:00:00+00:00,auto-matched
R001478,T002164,pending,2023-04-15T12:00:00+00:00,auto-matched
R001479,T002165,disputed,2023-05-22T12:00:00+00:00,
R001480,T002166,pending,2023-06-27T12:00:00+00:00,auto-matched
R001481,T002167,pending,2023-07-27T12:00:00+00:00,auto-matched
R001482,T002168,pending,2023-08-16T12:00:00+00:00,
R001483,T002169,disputed,2023-09-12T12:00:00+00:00,auto-matched
R001484,T002170,disputed,2023-10-24T12:00:00+00:00,auto-matched
R001485,T002171,reconciled,2023-11-30T12:00:00+00:00,
R001486,T002173,disputed,2024-01-04T12:00:00+00:00,auto-matched
R001487,T002174,reconciled,2024-02-12T12:00:00+00:00,auto-matched
R001488,T002175,pending,2024-03-28T12:00:00+00:00,
R001489,T002176,reconciled,2024-04-04T12:00:00+00:00,auto-matched
R001490,T002177,pending,2024-05-15T12:00:00+00:00,auto-matched
R001491,T002178,pending,2024-06-06T12:00:00+00:00,
R001492,T002179,pending,2024-07-26T12:00:00+00:00,auto-matched
R001493,T002180,reconciled,2024-08-22T12:00:00+00:00,auto-matched
